"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Age Group","Age Group Code",Deaths
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","65-69 years","65-69",872
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","70-74 years","70-74",1087
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","75-79 years","75-79",1198
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","80-84 years","80-84",1097
,"Non-Hodgkin Lymphoma","33041-33042","Alabama","01","85+ years","85+",1223
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","45-49 years","45-49",25
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","50-54 years","50-54",23
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","55-59 years","55-59",64
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","60-64 years ","60-64",91
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","65-69 years","65-69",80
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","70-74 years","70-74",84
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","75-79 years","75-79",111
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","80-84 years","80-84",98
,"Non-Hodgkin Lymphoma","33041-33042","Alaska","02","85+ years","85+",69
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","15-19 years","15-19",20
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","20-24 years","20-24",32
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","25-29 years","25-29",39
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","30-34 years","30-34",58
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","35-39 years","35-39",63
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","40-44 years","40-44",130
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","45-49 years","45-49",210
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","50-54 years","50-54",328
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","55-59 years","55-59",483
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","60-64 years ","60-64",713
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","65-69 years","65-69",1016
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","70-74 years","70-74",1288
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","75-79 years","75-79",1542
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","80-84 years","80-84",1532
,"Non-Hodgkin Lymphoma","33041-33042","Arizona","04","85+ years","85+",1747
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","25-29 years","25-29",18
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","30-34 years","30-34",25
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","35-39 years","35-39",41
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","40-44 years","40-44",64
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","45-49 years","45-49",96
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","50-54 years","50-54",168
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","55-59 years","55-59",310
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","60-64 years ","60-64",428
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","65-69 years","65-69",535
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","70-74 years","70-74",718
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","75-79 years","75-79",832
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","80-84 years","80-84",780
,"Non-Hodgkin Lymphoma","33041-33042","Arkansas","05","85+ years","85+",831
,"Non-Hodgkin Lymphoma","33041-33042","California","06","1-4 years","1-4",17
,"Non-Hodgkin Lymphoma","33041-33042","California","06","5-9 years","5-9",33
,"Non-Hodgkin Lymphoma","33041-33042","California","06","10-14 years","10-14",60
,"Non-Hodgkin Lymphoma","33041-33042","California","06","15-19 years","15-19",111
,"Non-Hodgkin Lymphoma","33041-33042","California","06","20-24 years","20-24",209
,"Non-Hodgkin Lymphoma","33041-33042","California","06","25-29 years","25-29",248
,"Non-Hodgkin Lymphoma","33041-33042","California","06","30-34 years","30-34",357
,"Non-Hodgkin Lymphoma","33041-33042","California","06","35-39 years","35-39",473
,"Non-Hodgkin Lymphoma","33041-33042","California","06","40-44 years","40-44",810
,"Non-Hodgkin Lymphoma","33041-33042","California","06","45-49 years","45-49",1248
,"Non-Hodgkin Lymphoma","33041-33042","California","06","50-54 years","50-54",1921
,"Non-Hodgkin Lymphoma","33041-33042","California","06","55-59 years","55-59",2946
,"Non-Hodgkin Lymphoma","33041-33042","California","06","60-64 years ","60-64",4036
,"Non-Hodgkin Lymphoma","33041-33042","California","06","65-69 years","65-69",4906
,"Non-Hodgkin Lymphoma","33041-33042","California","06","70-74 years","70-74",6274
,"Non-Hodgkin Lymphoma","33041-33042","California","06","75-79 years","75-79",7424
,"Non-Hodgkin Lymphoma","33041-33042","California","06","80-84 years","80-84",8021
,"Non-Hodgkin Lymphoma","33041-33042","California","06","85+ years","85+",10195
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","20-24 years","20-24",19
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","25-29 years","25-29",29
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","30-34 years","30-34",29
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","35-39 years","35-39",61
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","40-44 years","40-44",81
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","45-49 years","45-49",148
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","50-54 years","50-54",236
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","55-59 years","55-59",348
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","60-64 years ","60-64",474
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","65-69 years","65-69",633
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","70-74 years","70-74",760
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","75-79 years","75-79",912
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","80-84 years","80-84",1015
,"Non-Hodgkin Lymphoma","33041-33042","Colorado","08","85+ years","85+",1194
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","25-29 years","25-29",17
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","30-34 years","30-34",27
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","35-39 years","35-39",41
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","40-44 years","40-44",67
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","45-49 years","45-49",87
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","50-54 years","50-54",176
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","55-59 years","55-59",316
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","60-64 years ","60-64",400
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","65-69 years","65-69",525
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","70-74 years","70-74",700
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","75-79 years","75-79",900
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","80-84 years","80-84",1077
,"Non-Hodgkin Lymphoma","33041-33042","Connecticut","09","85+ years","85+",1552
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","40-44 years","40-44",17
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","45-49 years","45-49",34
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","50-54 years","50-54",49
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","55-59 years","55-59",77
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","60-64 years ","60-64",124
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","65-69 years","65-69",149
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","70-74 years","70-74",227
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","75-79 years","75-79",276
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","80-84 years","80-84",247
,"Non-Hodgkin Lymphoma","33041-33042","Delaware","10","85+ years","85+",280
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","40-44 years","40-44",19
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","45-49 years","45-49",19
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","50-54 years","50-54",34
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","55-59 years","55-59",67
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","60-64 years ","60-64",62
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","65-69 years","65-69",74
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","70-74 years","70-74",81
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","75-79 years","75-79",98
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","80-84 years","80-84",92
,"Non-Hodgkin Lymphoma","33041-33042","District of Columbia","11","85+ years","85+",128
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","5-9 years","5-9",20
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","10-14 years","10-14",28
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","15-19 years","15-19",55
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","20-24 years","20-24",106
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","25-29 years","25-29",152
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","30-34 years","30-34",223
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","35-39 years","35-39",283
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","40-44 years","40-44",463
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","45-49 years","45-49",768
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","50-54 years","50-54",1182
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","55-59 years","55-59",1823
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","60-64 years ","60-64",2516
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","65-69 years","65-69",3526
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","70-74 years","70-74",4686
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","75-79 years","75-79",5788
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","80-84 years","80-84",6011
,"Non-Hodgkin Lymphoma","33041-33042","Florida","12","85+ years","85+",7350
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","10-14 years","10-14",19
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","15-19 years","15-19",33
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","20-24 years","20-24",60
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","25-29 years","25-29",81
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","30-34 years","30-34",95
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","35-39 years","35-39",137
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","40-44 years","40-44",233
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","45-49 years","45-49",333
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","50-54 years","50-54",515
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","55-59 years","55-59",768
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","60-64 years ","60-64",1020
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","65-69 years","65-69",1282
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","70-74 years","70-74",1522
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","75-79 years","75-79",1704
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","80-84 years","80-84",1603
,"Non-Hodgkin Lymphoma","33041-33042","Georgia","13","85+ years","85+",1811
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","35-39 years","35-39",19
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","40-44 years","40-44",30
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","45-49 years","45-49",41
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","50-54 years","50-54",66
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","55-59 years","55-59",108
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","60-64 years ","60-64",175
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","65-69 years","65-69",202
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","70-74 years","70-74",248
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","75-79 years","75-79",330
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","80-84 years","80-84",290
,"Non-Hodgkin Lymphoma","33041-33042","Hawaii","15","85+ years","85+",446
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","40-44 years","40-44",20
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","45-49 years","45-49",44
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","50-54 years","50-54",73
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","55-59 years","55-59",137
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","60-64 years ","60-64",178
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","65-69 years","65-69",260
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","70-74 years","70-74",336
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","75-79 years","75-79",383
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","80-84 years","80-84",444
,"Non-Hodgkin Lymphoma","33041-33042","Idaho","16","85+ years","85+",480
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","10-14 years","10-14",24
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","15-19 years","15-19",35
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","20-24 years","20-24",74
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","25-29 years","25-29",87
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","30-34 years","30-34",116
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","35-39 years","35-39",150
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","40-44 years","40-44",250
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","45-49 years","45-49",425
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","50-54 years","50-54",700
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","55-59 years","55-59",1146
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","60-64 years ","60-64",1540
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","65-69 years","65-69",1967
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","70-74 years","70-74",2545
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","75-79 years","75-79",3169
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","80-84 years","80-84",3352
,"Non-Hodgkin Lymphoma","33041-33042","Illinois","17","85+ years","85+",4364
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","15-19 years","15-19",19
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","20-24 years","20-24",36
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","25-29 years","25-29",47
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","30-34 years","30-34",63
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","35-39 years","35-39",101
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","40-44 years","40-44",153
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","45-49 years","45-49",214
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","50-54 years","50-54",401
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","55-59 years","55-59",709
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","60-64 years ","60-64",913
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","65-69 years","65-69",1259
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","70-74 years","70-74",1537
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","75-79 years","75-79",1800
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","80-84 years","80-84",1782
,"Non-Hodgkin Lymphoma","33041-33042","Indiana","18","85+ years","85+",2096
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","25-29 years","25-29",20
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","30-34 years","30-34",25
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","35-39 years","35-39",30
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","40-44 years","40-44",60
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","45-49 years","45-49",97
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","50-54 years","50-54",154
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","55-59 years","55-59",295
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","60-64 years ","60-64",441
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","65-69 years","65-69",574
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","70-74 years","70-74",777
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","75-79 years","75-79",986
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","80-84 years","80-84",1035
,"Non-Hodgkin Lymphoma","33041-33042","Iowa","19","85+ years","85+",1458
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","25-29 years","25-29",22
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","30-34 years","30-34",21
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","35-39 years","35-39",33
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","40-44 years","40-44",59
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","45-49 years","45-49",97
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","50-54 years","50-54",179
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","55-59 years","55-59",241
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","60-64 years ","60-64",379
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","65-69 years","65-69",511
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","70-74 years","70-74",590
,"Non-Hodgkin Lymphoma","33041-33042","Kansas","20","75-79 years","75-79",757
